PM2_5,PM10,SO2,NO2,CO,O3,Speed,Direction,TEMP,RH,PSFC,lat,lon,AQI,Major pollutants,AQI-Difference,id,Group
0.67,0.85,0.02,0.1,1.1,25.27,7.15,112,263.81,44.11,56152.29,30.26,90.87,25.27,O3,0,10758,1198
0.69,0.8,0.02,0.11,1.1,26.12,4.24,144,262.51,72.22,56085.38,30.28,91.02,26.12,O3,0,10759,24
0.93,0.73,0.03,0.14,1.1,26.21,3.82,-152,261.88,85.56,57061.33,30.3,91.18,26.21,O3,0,10760,1057
0.87,0.68,0.03,0.12,1.1,26.08,3.52,-154,261.05,81.26,56979.59,30.32,91.34,26.08,O3,0,10761,1057
0.93,0.72,0.03,0.13,1.1,24.97,5.37,-175,259.8,66.26,55458.71,30.33,91.49,24.97,O3,0,10762,424
0.94,0.72,0.03,0.17,1.1,24.71,6.87,169,259.19,50.26,54819.22,30.35,91.65,24.71,O3,0,10763,85
0.97,0.75,0.03,0.14,1.1,25.02,7.6,165,258.51,50.64,54556.86,30.37,91.81,25.02,O3,0,10764,85
1,0.75,0.03,0.12,1.1,25.37,7.85,168,257.75,58.48,53858.84,30.39,91.96,25.37,O3,0,10765,85
1.03,0.78,0.03,0.1,1.1,25.7,8.9,172,256.45,66.51,53170.59,30.4,92.12,25.7,O3,0,10766,-1
1.03,0.78,0.03,0.1,1.2,25.71,9.29,167,255.89,66.48,52961.03,30.42,92.28,25.71,O3,0,10767,85
1.03,0.79,0.03,0.1,1.2,25.88,7.81,162,257.11,57.8,53846.07,30.43,92.43,25.88,O3,0,10768,85
1.03,0.78,0.03,0.12,1.2,25.63,7.39,157,257.32,53.59,54073.16,30.45,92.59,25.63,O3,0,10769,85
1.03,0.76,0.03,0.14,1.2,25.71,8.29,151,256.83,51.77,53705.43,30.47,92.75,25.71,O3,0,10770,85
1.03,0.78,0.03,0.15,1.2,25.62,8.36,157,257.24,47.79,53912.48,30.48,92.9,25.62,O3,0,10771,85
1.01,0.75,0.03,0.16,1.2,25.4,7.36,169,256.93,46.8,53582.23,30.5,93.06,25.4,O3,0,10772,85
0.99,0.72,0.03,0.17,1.1,24.85,7.49,162,256.38,47.18,53236.74,30.51,93.22,24.85,O3,0,10773,85
0.96,0.7,0.03,0.17,1.1,24.57,9,149,257.2,43.7,53904.11,30.53,93.37,24.57,O3,0,10774,85
1.01,0.76,0.03,0.15,1.1,23.97,10.6,150,257.51,41.85,54433.41,30.54,93.53,23.97,O3,0,10775,85
1.04,0.77,0.03,0.15,1.1,22.63,9.42,161,257.85,44.06,55743.79,30.56,93.69,22.63,O3,0,10776,85
1.03,0.76,0.03,0.17,1.1,20.94,7.17,-176,258.01,47.41,56863.49,30.57,93.84,20.94,O3,0,10777,279
1.01,0.77,0.03,0.18,1.1,20.09,8.94,-167,257.12,53.86,56656.38,30.59,94,20.09,O3,0,10778,279
1.06,0.78,0.03,0.21,1,20.18,9.92,-160,257.21,55.32,56993.59,30.6,94.16,20.18,O3,0,10779,279
1.07,0.8,0.03,0.22,1,19.56,11.21,-154,256.31,58.28,56300.7,30.61,94.32,19.56,O3,0,10780,279
1.1,0.81,0.03,0.18,1,20.65,10.15,-150,255.24,61.9,54827.02,30.63,94.47,20.65,O3,0,10781,279
1.11,0.83,0.02,0.21,1,18.78,11.41,-164,252.69,77.87,53543.05,30.64,94.63,18.78,O3,0,10782,279
1.23,0.9,0.03,0.18,1.1,21.17,10.21,-162,254.4,64.66,54092.48,30.65,94.79,21.17,O3,0,10783,279
1.3,0.95,0.04,0.18,1.1,21.58,9.44,-145,254.84,60.97,54755.18,30.67,94.94,21.58,O3,0,10784,912
1.4,1.05,0.03,0.21,1.1,19.98,6.42,-157,252.45,70.17,53148.21,30.68,95.1,19.98,O3,0,10785,279
1.51,1.12,0.04,0.21,1.1,20.47,5.49,164,253.4,63.05,53830.94,30.69,95.26,20.47,O3,0,10786,-1
1.63,1.22,0.04,0.23,1.1,20.82,3.52,157,256.9,53.94,56961.21,30.7,95.42,20.82,O3,0,10787,-1
1.53,1.15,0.04,0.21,1.1,20.49,2.19,104,258.69,48.82,58695.79,30.72,95.57,20.49,O3,0,10788,-1
1.51,1.14,0.04,0.33,1.1,20.17,3.43,81,259.1,46.74,59145.63,30.73,95.73,20.17,O3,0,10789,-1
1.67,1.26,0.04,0.34,1.1,21.03,3.39,80,258.89,46.06,59436.28,30.74,95.89,21.03,O3,0,10790,-1
1.76,1.32,0.05,0.28,1.1,21.76,3.65,96,258.2,45.11,59107.46,30.75,96.05,21.76,O3,0,10791,-1
1.79,1.33,0.05,0.28,1.1,21.55,3.05,91,259.06,41.91,60003.72,30.76,96.21,21.55,O3,0,10792,-1
1.84,1.38,0.05,0.33,1.1,21.09,3.43,159,259.17,37.75,59992.46,30.77,96.36,21.09,O3,0,10793,-1
1.79,1.34,0.04,0.37,1.1,21.22,8.18,171,256.77,33.95,57060.44,30.78,96.52,21.22,O3,0,10794,1539
1.83,1.37,0.05,0.36,1.1,21.79,8.71,170,255.76,35.49,56431.38,30.79,96.68,21.79,O3,0,10795,1539
1.89,1.42,0.05,0.38,1.1,21.3,7.18,171,255.58,42.35,57085.33,30.81,96.84,21.3,O3,0,10796,1539
1.94,1.46,0.05,0.32,1.1,21.98,8.21,156,255.19,44.72,57008.74,30.82,96.99,21.98,O3,0,10797,114
2.1,1.58,0.05,0.29,1.2,22.41,7.85,150,257.92,40.77,59851.07,30.83,97.15,22.41,O3,0,10798,114
2.2,1.66,0.06,0.32,1.2,22.17,5.85,150,260.92,38.02,62932.63,30.84,97.31,22.17,O3,0,10799,114
2.16,1.62,0.06,0.24,1.2,23.5,7.03,147,259.69,41.52,61594.81,30.85,97.47,23.5,O3,0,10800,114
2.07,1.56,0.06,0.17,1.2,24.52,8.49,152,257.83,40.47,59278.98,30.86,97.63,24.52,O3,0,10801,114
2.06,1.55,0.06,0.14,1.2,24.68,8.51,155,255.92,43.51,57278.22,30.86,97.78,24.68,O3,0,10802,114
2.09,1.57,0.06,0.14,1.2,24.31,7.58,150,255.92,47.58,57386.58,30.87,97.94,24.31,O3,0,10803,114
2.11,1.59,0.06,0.15,1.2,22.93,4.07,130,260.3,40.32,61245.55,30.88,98.1,22.93,O3,0,10804,149
2.11,1.59,0.06,0.17,1.2,22.33,4.06,94,262.67,35.07,63487.72,30.89,98.26,22.33,O3,0,10805,-1
2.1,1.57,0.05,0.19,1.2,22.1,6.01,82,261.14,37.77,62020.68,30.9,98.42,22.1,O3,0,10806,-1
2.07,1.56,0.05,0.19,1.1,21.69,5.63,88,260.91,37.15,61439.29,30.91,98.58,21.69,O3,0,10807,-1
2.14,1.6,0.06,0.24,1.2,22.82,5.52,127,261.42,34.18,62224.32,30.92,98.73,22.82,O3,0,10808,2531
2.19,1.65,0.07,0.32,1.2,24.05,6.6,155,260.95,30.21,62120.4,30.92,98.89,24.05,O3,0,10809,149
2.26,1.69,0.07,0.37,1.2,23.88,5.5,158,259.56,30.78,61042.3,30.93,99.05,23.88,O3,0,10810,149
2.26,1.7,0.07,0.37,1.2,23.36,5.94,125,257.38,36.02,59222.21,30.94,99.21,23.36,O3,0,10811,0
2.24,1.69,0.07,0.36,1.2,23.22,8.77,116,256.89,35.52,58737.38,30.95,99.37,23.22,O3,0,10812,1342
2.34,1.77,0.08,0.43,1.2,22.68,7.31,125,257.71,36.24,59510.04,30.95,99.53,22.68,O3,0,10813,0
2.64,2.01,0.1,0.5,1.2,22.16,5.38,156,256.98,45.43,59563.54,30.96,99.68,22.16,O3,0,10814,765
2.86,2.16,0.1,0.55,1.3,22.13,7.69,155,255.59,52.31,58576.21,30.97,99.84,22.13,O3,0,10815,765
2.61,1.98,0.09,0.45,1.3,23.25,11.36,141,256.28,41.34,58315.71,30.97,100,23.25,O3,0,10816,0
2.59,1.95,0.09,0.47,1.3,23.2,7.13,147,260.19,32.32,62169.34,30.98,100.16,23.2,O3,0,10817,-1
2.63,1.98,0.09,0.58,1.3,23.23,4.59,-163,261.9,34.12,64782.08,30.99,100.32,23.23,O3,0,10818,-1
2.6,1.96,0.08,0.55,1.3,23.22,7.84,165,257.79,41.61,60981.49,30.99,100.48,23.22,O3,0,10819,37
2.41,1.81,0.08,0.4,1.2,24.03,12.02,143,255.47,41.3,58352.14,31,100.63,24.03,O3,0,10820,0
2.47,1.85,0.08,0.43,1.3,24.32,11.64,137,256.64,38.93,59470.8,31,100.79,24.32,O3,0,10821,0
2.5,1.87,0.08,0.46,1.3,24.67,10.43,143,259.99,34.85,63274.3,31.01,100.95,24.67,O3,0,10822,0
2.49,1.87,0.08,0.51,1.3,25.15,8.6,148,261.41,31.51,64719.48,31.01,101.11,25.15,O3,0,10823,-1
2.43,1.83,0.08,0.41,1.3,25.47,9.35,143,257.46,34.83,60315.5,31.02,101.27,25.47,O3,0,10824,0
2.31,1.74,0.08,0.34,1.3,25.86,11.48,129,256.73,33.45,59363.02,31.02,101.43,25.86,O3,0,10825,0
2.07,1.54,0.07,0.26,1.3,27.21,15.37,128,259.14,25.59,61005.84,31.03,101.59,27.21,O3,0,10826,0
2.11,1.58,0.09,0.28,1.3,26.67,14.33,134,262.54,18.36,63191.62,31.03,101.75,26.67,O3,0,10827,0
2.54,1.9,0.17,0.46,1.3,24.45,6.21,175,265.95,18.4,66940.95,31.04,101.9,24.45,O3,0,10828,2108
2.9,2.2,0.13,0.54,1.5,24.92,8.67,-177,264.65,24.36,66271.13,31.04,102.06,24.92,O3,0,10829,2108
2.53,1.91,0.11,0.42,1.4,25.9,12.89,144,264.59,23.63,65678.92,31.04,102.22,25.9,O3,0,10830,0
2.47,1.87,0.1,0.42,1.3,25.63,10.56,143,266.46,21.37,67197.16,31.05,102.38,25.63,O3,0,10831,0
2.46,1.86,0.1,0.41,1.3,24.21,8.72,165,263.61,27.7,64905.06,31.05,102.54,24.21,O3,0,10832,1855
2.16,1.62,0.08,0.31,1.2,24.74,12.48,154,258.36,37.67,60010.19,31.05,102.7,24.74,O3,0,10833,1855
1.97,1.48,0.08,0.26,1.3,26.57,15.08,137,258.68,34.25,59625.27,31.06,102.86,26.57,O3,0,10834,0
1.97,1.48,0.08,0.26,1.3,26.6,12.36,136,264.89,24.21,65243.59,31.06,103.01,26.6,O3,0,10835,0
2.23,1.69,0.11,0.32,1.3,26.33,3.93,142,269.16,23.64,71461.79,31.06,103.17,26.33,O3,0,10836,0
17.14,13.87,2.05,2,2,23.14,0.52,81,270.59,31.38,78375.36,31.06,103.33,23.14,O3,0,10837,-1
141.32,88.5,23.73,16.89,8.5,11.17,2.1,30,272.21,31.68,86592.99,31.07,103.49,141.32,PM2.5,0,10838,-1
215.16,123.1,38.33,24,12.7,6.75,2.92,24,273.87,24.92,91681.66,31.07,103.65,215.16,PM2.5,0,10839,-1
250.3,145.62,50.43,28.32,15.5,4.29,3.23,46,274.26,19.31,93643.22,31.07,103.81,250.3,PM2.5,0,10840,-1
279.91,165.08,55.87,30.92,17.9,2.66,3.08,55,274.87,16.3,94776.88,31.07,103.97,279.91,PM2.5,0,10841,-1
303.96,179.94,59.41,31.4,19.9,2.12,1.47,55,274.29,19.83,95770.31,31.07,104.13,303.96,PM2.5,0,10842,-1
280,162.97,56.4,29.97,18.1,2.58,0.57,-1,273.51,22.98,96254.37,31.07,104.29,280,PM2.5,0,10843,-1
251.23,143.61,49.63,26.46,15.8,4.15,1.55,-8,274.14,23.1,95908.58,31.07,104.44,251.23,PM2.5,0,10844,-1
234.15,130.13,34.45,19.49,14.2,8.21,1.12,3,274.32,24.08,95765.78,31.07,104.6,234.15,PM2.5,0,10845,1123
224.72,123.98,29.31,15.27,13.3,11,0.48,50,274.35,25.44,96517.88,31.07,104.76,224.72,PM2.5,0,10846,-1
219.12,120.69,27.45,14.16,12.9,11.86,0.11,90,274.14,28.12,97107.2,31.07,104.92,219.12,PM2.5,0,10847,-1
215.42,118.78,27.41,15.02,12.8,11.34,0.36,-54,274.68,30.38,96988.21,31.07,105.08,215.42,PM2.5,0,10848,-1
203.52,111.86,22.62,13.45,12,11.99,0.3,-131,274.51,33.97,96997.7,31.07,105.24,203.52,PM2.5,0,10849,-1
199.56,109.45,18.65,11.79,11.7,12.58,0.96,-174,274.66,35.97,97001.08,31.07,105.4,199.56,PM2.5,0,10850,523
200.99,110,16.08,10.29,11.8,13.11,1.34,167,275.26,33.13,96459.61,31.07,105.56,200.99,PM2.5,0,10851,-1
208.92,114.56,15.92,10.29,12.4,12.89,1.57,148,275.41,31.12,96283.55,31.07,105.71,208.92,PM2.5,0,10852,643
212.24,116.53,16.17,10.4,12.5,12.83,1.95,140,275.59,30.75,97173.72,31.07,105.87,212.24,PM2.5,0,10853,643
209.26,114.91,16.47,10.37,12.2,12.87,2.14,142,275.24,33.75,98125.38,31.07,106.03,209.26,PM2.5,0,10854,643
204.8,112.37,18.03,11.31,11.7,12.27,1.83,153,274.85,36.24,98331.02,31.07,106.19,204.8,PM2.5,0,10855,643
202.08,110.82,20,12.74,11.5,11.47,1.27,175,274.97,35.07,98241.01,31.07,106.35,202.08,PM2.5,0,10856,270
213.15,117.3,20.19,13.25,12.5,11.07,1.34,-159,274.57,36.42,98165.25,31.07,106.51,213.15,PM2.5,0,10857,1194
203.32,111.67,17.33,11.48,11.8,11.95,1.68,-158,274.28,37.8,98150.34,31.06,106.67,203.32,PM2.5,0,10858,1194
175.26,99.81,14.13,9.17,10.1,13.15,2.38,-156,275.02,35.18,98177.48,31.06,106.83,175.26,PM2.5,0,10859,1194
174.47,99.75,14.67,9.99,10,12.66,2.8,-155,274.81,37.07,98160.94,31.06,106.99,174.47,PM2.5,0,10860,1194
180.56,102.83,17.54,13.02,10.4,11.17,1.8,-144,274.29,40.49,98148.93,31.06,107.14,180.56,PM2.5,0,10861,329
185.59,105.5,21.83,16.57,10.7,9.32,1.96,-128,274.15,42.93,98163.39,31.05,107.3,185.59,PM2.5,0,10862,329
180.9,103.44,25.04,17.5,10.7,8.88,2.89,-134,274.32,42.94,97413.57,31.05,107.46,180.9,PM2.5,0,10863,329
175.9,101.24,29.44,18.66,10.6,8.47,2.48,-141,274.6,40.51,96371.74,31.05,107.62,175.9,PM2.5,0,10864,329
149.76,89.88,20.44,11.24,9.1,12.67,2.01,-160,274.56,40.17,95955.61,31.04,107.78,149.76,PM2.5,0,10865,378
140.91,85.88,21.42,10.69,8.7,13.3,2,-166,274.17,42.53,96463.67,31.04,107.94,140.91,PM2.5,0,10866,378
139.06,85.35,29.48,12.59,8.6,12.53,1.62,-140,273.99,42.67,96502.41,31.04,108.1,139.06,PM2.5,0,10867,-1
144.4,88.6,50.37,20.66,9,8.01,1.59,-150,273.6,42.53,95444.52,31.03,108.25,144.4,PM2.5,0,10868,584
135.62,84.78,50.03,20.51,8.6,7.58,1.21,177,273.65,42.99,95796.02,31.03,108.41,135.62,PM2.5,0,10869,1308
95.38,65.25,15.64,7.75,6.3,15.21,0.79,-154,273.88,42.92,96406.66,31.02,108.57,95.38,PM2.5,0,10870,-1
85.4,60.53,11.43,6.59,5.7,15.99,2.18,-108,274.45,38.99,96644.83,31.02,108.73,85.4,PM2.5,0,10871,3346
82.58,59.2,10.45,6.25,5.5,16.05,3.95,-107,274.55,36.34,95973.67,31.01,108.89,82.58,PM2.5,0,10872,3346
79.46,57.77,10.14,5.88,5.3,16.82,3.79,-118,272.63,40.49,94466.48,31.01,109.05,79.46,PM2.5,0,10873,3346
75.19,55.91,10.68,5.8,5.1,17.63,1.8,-137,271.88,42,95541.87,31,109.21,75.19,PM2.5,0,10874,-1
74.34,55.61,11.81,6.25,5.1,17.37,0.17,-103,272.99,37.4,96594.43,31,109.37,74.34,PM2.5,0,10875,-1
73.46,55.33,13.8,6.93,5.1,17.39,1.84,16,273.01,35.96,94899.64,30.99,109.52,73.46,PM2.5,0,10876,-1
68.29,52.98,12.3,6.49,4.8,17.86,3.05,48,272.68,36.14,93424.67,30.99,109.68,68.29,PM2.5,0,10877,-1
63.78,50.91,10.72,5.98,4.5,18.07,3.47,58,271.97,37.86,92652.71,30.98,109.84,63.78,PM2.5,0,10878,-1
60.5,48.77,9.39,5.54,4.3,18.2,4.31,66,270.43,42.04,90265.77,30.97,110,60.5,PM2.5,0,10879,-1
58.4,46.81,8.57,5.2,4.2,18.09,7.32,87,270.69,41.13,89164.05,30.97,110.16,58.4,PM2.5,0,10880,1470
55.62,44.16,7.58,4.79,4,18,7.89,90,272.91,37.4,92468.64,30.96,110.32,55.62,PM2.5,0,10881,1470
53.12,41.9,6.53,4.43,3.9,17.78,5.39,80,273.65,36.31,94882.92,30.95,110.47,53.12,PM2.5,0,10882,1470
52.56,41.36,6.03,4.36,3.8,17.49,3.95,83,273.9,36.69,95413.18,30.95,110.63,52.56,PM2.5,0,10883,1470
51.26,40.29,6.04,4.49,3.7,16.84,4.06,138,274.53,36.8,95747.68,30.94,110.79,51.26,PM2.5,0,10884,-1
47.13,36.93,5.56,4.35,3.5,16.54,6.18,154,274.82,36.04,93979.63,30.93,110.95,47.13,PM2.5,0,10885,-1
43.26,33.9,5.21,4.3,3.3,16.5,7.26,147,275.66,34.79,93646.43,30.92,111.11,43.26,PM2.5,0,10886,1641
43.16,34.15,5.1,4.57,3.3,16.17,6.42,148,277.3,33.45,96585.67,30.92,111.27,43.16,PM2.5,0,10887,1641
45.56,36.34,5.58,5.13,3.5,15.89,4.76,168,276.67,36.72,97763.02,30.91,111.42,45.56,PM2.5,0,10888,-1
49.26,38.98,6.48,5.33,3.7,15.74,2.82,173,276.07,37.1,97393.05,30.9,111.58,49.26,PM2.5,0,10889,-1
54.66,44.22,9.7,7.61,4.1,14.29,2.95,140,275.71,38.09,99794.73,30.89,111.74,54.66,PM2.5,0,10890,-1
62.55,50.94,13.33,10.07,4.6,12.71,2.37,123,274.18,42.69,101644.36,30.88,111.9,62.55,PM2.5,0,10891,1184
80.31,59.38,17.23,13.21,5.5,10.57,2.3,93,273.32,45.33,101286.05,30.87,112.06,80.31,PM2.5,0,10892,-1
94.26,65.84,18.4,14.82,6.2,9.4,4.08,66,273.61,44.26,101199.7,30.86,112.22,94.26,PM2.5,0,10893,7
101.85,69.33,18.09,15.54,6.5,8.79,5.35,57,274.02,43.13,101485.82,30.86,112.37,101.85,PM2.5,0,10894,7
107.88,72.15,18.36,16.41,6.9,8.25,5.02,52,273.78,43.03,101813.98,30.85,112.53,107.88,PM2.5,0,10895,7
114.31,75.15,19.08,17.18,7.3,7.68,3.29,56,273.1,48.14,101997.75,30.84,112.69,114.31,PM2.5,0,10896,7
119.15,77.38,19.42,17.29,7.5,7.51,2.61,68,272.98,58.16,101795.66,30.83,112.85,119.15,PM2.5,0,10897,7
123.96,79.65,19.98,17.68,7.8,7.17,3.83,67,273.34,65.66,101519.86,30.82,113.01,123.96,PM2.5,0,10898,7
128.69,81.92,20.29,18.21,8.1,6.68,5.47,59,273.79,66.22,101729.82,30.81,113.16,128.69,PM2.5,0,10899,7
130.41,82.75,19.15,18.01,8.2,6.57,6.07,55,274.18,63.89,101968.18,30.79,113.32,130.41,PM2.5,0,10900,7
132.22,83.63,18.75,18.03,8.2,6.4,5.91,55,274.21,63.58,101979.3,30.78,113.48,132.22,PM2.5,0,10901,7
134.62,84.83,18.71,18.32,8.3,6.13,5.83,56,274.24,66.87,102010.15,30.77,113.64,134.62,PM2.5,0,10902,7
139.05,87.27,21.65,20.61,8.6,4.85,5.97,55,274.39,67.89,102047.98,30.76,113.79,139.05,PM2.5,0,10903,7
143.22,89.75,25.3,23.04,9,3.52,6.03,57,275.02,62.78,102082.72,30.75,113.95,143.22,PM2.5,0,10904,7
159.07,98.31,40.17,27.69,10.2,1.16,5.99,56,274.97,64.85,102112.3,30.74,114.11,159.07,PM2.5,0,10905,7
239.48,143.44,76.95,33.06,17,0.2,5.86,59,274.73,62.71,102138.44,30.73,114.27,239.48,PM2.5,0,10906,7
283.07,172.64,98.37,35.8,21.2,0.12,5.69,60,275.82,64.87,102107.39,30.72,114.43,283.07,PM2.5,0,10907,7
251.76,152.03,83.03,34.19,17.9,0.15,5.26,67,275.91,65.85,102085.54,30.7,114.58,251.76,PM2.5,0,10908,7
174.97,106.85,57.26,32.08,11.1,0.28,3.79,48,277.6,72.5,102154.4,30.69,114.74,174.97,PM2.5,0,10909,-1
180.7,105.25,45.01,26.73,10.7,1.36,1.82,-43,273.83,81.14,101925.97,30.68,114.9,180.7,PM2.5,0,10910,-1
178.74,103.11,37.78,23.57,10.2,2.57,2.99,-88,272.22,83.88,101582.58,30.67,115.06,178.74,PM2.5,0,10911,-1
171.3,99.76,35.65,22.38,9.8,3.14,3.42,-116,270.87,89.25,101683.43,30.65,115.21,171.3,PM2.5,0,10912,1428
164.67,96.97,35.08,21.75,9.4,3.55,3.06,-116,271.32,86.11,101544.63,30.64,115.37,164.67,PM2.5,0,10913,1428
160.89,95.34,34.79,21.09,9.2,3.98,1.61,-106,272.36,79.87,100505.17,30.63,115.53,160.89,PM2.5,0,10914,1428
148.15,90.05,32.99,20.43,8.5,4.5,0.74,161,272.2,78.15,99015.96,30.61,115.68,148.15,PM2.5,0,10915,-1
142.18,87.19,30.74,19.75,8.1,4.88,2.2,105,271.79,78.13,97833.07,30.6,115.84,142.18,PM2.5,0,10916,86
137.16,84.86,29.08,19.23,7.8,5.06,3.89,99,271.35,79.28,97343.77,30.59,116,137.16,PM2.5,0,10917,86
133.98,83.38,27.04,18.89,7.6,5.16,5.87,106,271.71,75.38,97333.48,30.57,116.16,133.98,PM2.5,0,10918,40
129.34,81.06,26.05,18.43,7.4,5.45,7.22,101,273.41,65.13,98621.52,30.56,116.31,129.34,PM2.5,0,10919,40
130.72,81.76,24.56,18.71,7.5,5.14,6.48,90,275.01,60.33,101226.98,30.54,116.47,130.72,PM2.5,0,10920,-1
137.88,84.98,23.44,19.04,7.9,4.74,4.99,74,274.57,65.03,102114.62,30.53,116.63,137.88,PM2.5,0,10921,413
141.23,86.48,22.21,19,8.1,4.57,5.1,71,274.18,68.62,101576.33,30.51,116.78,141.23,PM2.5,0,10922,413
141.05,86.47,20.51,18.73,8.1,4.59,5.21,72,274.3,71.59,101933.93,30.5,116.94,141.05,PM2.5,0,10923,413
134.77,84.06,19.15,18.27,7.8,4.44,4.47,56,274.06,74.35,102278.52,30.48,117.1,134.77,PM2.5,0,10924,263
115.16,75.29,15.58,15.12,6.7,5.65,5.09,34,274.43,65.16,102133.43,30.47,117.25,115.16,PM2.5,0,10925,417
100.72,68.78,13.38,12.73,5.8,6.68,6.34,28,274.89,58.75,100979.12,30.45,117.41,100.72,PM2.5,0,10926,417
90.06,63.82,12.28,10.81,5.2,7.86,7.99,37,274.01,63.02,98399.14,30.43,117.57,90.06,PM2.5,0,10927,417
84.79,61.37,11.84,9.95,4.9,8.53,9.23,56,274.54,54.77,97508.34,30.42,117.72,84.79,PM2.5,0,10928,263
84.14,61.04,11.42,10.04,4.9,8.06,8.03,62,275.77,49.47,99362.92,30.4,117.88,84.14,PM2.5,0,10929,263
83.4,60.69,11.09,10.04,4.9,7.74,6.25,42,274.93,58.17,100321.85,30.39,118.04,83.4,PM2.5,0,10930,263
82.04,59.99,10.85,9.75,4.8,7.98,6.39,39,274.25,60.79,99540.28,30.37,118.19,82.04,PM2.5,0,10931,263
81.84,59.8,10.49,9.58,4.8,8.03,5.6,53,274.35,55.39,98990.55,30.35,118.35,81.84,PM2.5,0,10932,263
81.57,59.56,10.22,9.6,4.8,8.07,3.35,54,273.58,56.23,98375.02,30.33,118.51,81.57,PM2.5,0,10933,263
82.19,59.85,9.87,10.25,4.9,7.72,4.81,26,272.57,60.26,97191.69,30.32,118.66,82.19,PM2.5,0,10934,-1
78.92,58.3,9.34,9.86,4.8,8.02,6.15,42,272.5,55.46,96188.64,30.3,118.82,78.92,PM2.5,0,10935,263
74.86,56.4,8.95,9.17,4.5,8.68,6.74,70,272.12,52.32,95090.34,30.28,118.98,74.86,PM2.5,0,10936,1
71.2,54.7,8.7,8.54,4.4,9.29,7.95,90,273.27,40.01,95153.88,30.26,119.13,71.2,PM2.5,0,10937,1
70.12,54.19,8.14,8.6,4.3,9.39,7,98,274.78,36.35,97297.61,30.25,119.29,70.12,PM2.5,0,10938,-1
69.29,53.73,7.93,8.83,4.3,9.39,4.89,101,275.06,39.24,98690.21,30.23,119.44,69.29,PM2.5,0,10939,-1
69.75,53.99,8.27,10.37,4.4,8.51,4.99,79,275.07,43.47,99643.72,30.21,119.6,69.75,PM2.5,0,10940,-1
71.59,55.1,8.75,12.76,4.6,6.8,6.34,64,275.29,47.88,100786.49,30.19,119.76,71.59,PM2.5,0,10941,8
72.33,55.62,8.86,14.29,4.7,5.68,6.87,59,275.32,51.06,101195.61,30.17,119.91,72.33,PM2.5,0,10942,8
73.32,56.51,8.75,16.09,4.9,4.55,6.83,55,275.55,51.68,101749.52,30.15,120.07,73.32,PM2.5,0,10943,8
75.8,58.23,9.59,19.2,5.2,2.81,6.71,54,275.67,50.27,101869.84,30.13,120.22,75.8,PM2.5,0,10944,8
78.96,60.37,10.76,21.89,5.5,1.54,6.66,60,275.73,48.72,101682.22,30.11,120.38,78.96,PM2.5,0,10945,8
79.33,60.67,10.9,22.77,5.6,1.25,6.82,60,275.98,48.63,102117.57,30.09,120.53,79.33,PM2.5,0,10946,8
77.04,59.32,10.25,22.59,5.4,1.49,6.41,55,275.95,48.53,102351.51,30.07,120.69,77.04,PM2.5,0,10947,8
75.26,58.16,9.51,22.48,5.3,1.76,6.4,46,275.43,47.17,102099.3,30.05,120.84,75.26,PM2.5,0,10948,8
74.03,57.41,9.58,22.27,5.1,2.1,7.36,44,275.35,46.46,101688.57,30.03,121,74.03,PM2.5,0,10949,8
71.94,56.31,9.11,21.67,5,2.86,8.14,53,275.86,44.26,101229.76,30.01,121.15,71.94,PM2.5,0,10950,8
72.22,56.42,9.54,22.6,5,2.38,7.01,65,276.64,40.2,101351.13,29.99,121.31,72.22,PM2.5,0,10951,8
78.46,60.34,11.92,25.84,5.6,0.84,3.88,67,276.69,39.44,102024.23,29.97,121.46,78.46,PM2.5,0,10952,8
98.05,71.82,20.21,29.25,6.9,0.17,3.71,22,275.63,41.71,102235.47,29.95,121.62,98.05,PM2.5,0,10953,-1
87.49,65.55,16.18,28.41,6.1,0.3,4.45,32,275.11,37.03,102026.66,29.93,121.77,87.49,PM2.5,0,10954,-1
75.6,58.93,12.83,27.36,5,1.47,5.28,69,276.25,37.38,101883.96,29.89,122.08,75.6,PM2.5,0,10955,-1
57.01,48.71,9,19,3.8,7.81,5.79,80,279.72,42.56,102085.13,29.84,122.39,57.01,PM2.5,0,10956,-1
1.04,0.84,0.1,0.35,1.1,23.43,3.7,140,261.27,23.76,51091.34,29.33,83.58,23.43,O3,0,10957,1331
0.99,0.79,0.08,0.31,1,22.6,7.9,124,261.36,25.54,51213.54,29.36,83.73,22.6,O3,0,10958,1331
0.91,0.74,0.06,0.26,1,24.45,13.23,128,264.46,20.8,53250.73,29.39,83.89,24.45,O3,0,10959,1331
0.9,0.73,0.06,0.28,1,23.77,11.74,127,267.68,20.14,55963.9,29.42,84.04,23.77,O3,0,10960,1331
0.89,0.72,0.05,0.29,1,23.09,8.92,132,267.12,24.65,56164.37,29.44,84.19,23.09,O3,0,10961,1331
0.87,0.71,0.04,0.32,1,22.08,7.1,137,266.8,30.09,56453.69,29.47,84.35,22.08,O3,0,10962,247
0.84,0.69,0.03,0.29,1.1,21.79,4,138,266.8,32.81,56767.73,29.49,84.5,21.79,O3,0,10963,247
0.8,0.67,0.03,0.24,1.1,21.82,3.57,133,265.4,36.83,55618.38,29.52,84.65,21.82,O3,0,10964,88
0.77,0.66,0.03,0.23,1.1,21.7,4.91,129,265.43,36.17,55426.32,29.55,84.81,21.7,O3,0,10965,88
