country,language,budget,gross,imdb_score,title_year,num_voted_users,num_critic_for_reviews,num_user_for_reviews,director_name,duration,genres,movie_title,content_rating
USA,English,80000000,80360866,5.2,2011,44662,131,61,Angelina Jolie Pitt,122,Drama|Romance,By the Sea,R
USA,English,79000000,74158157,3.4,2011,60370,27,38,Stephen Milburn Anderson,118,Comedy|Crime|Thriller,Ca$h,R
USA,English,79000000,103812241,5.8,2012,67296,68,40,Travis Zariwny,99,Horror,Cabin Fever,Not Rated
USA,English,78000000,119793567,6.5,2013,64387,516,1022,Anthony Russo,147,Action|Adventure|Sci-Fi,Captain America: Civil War,PG-13
USA,English,78000000,407999255,7.3,2012,701607,510,679,Joe Johnston,124,Action|Adventure|Sci-Fi,Captain America: The First Avenger,PG-13
USA,English,76000000,368049635,7.5,2013,286877,576,742,Anthony Russo,136,Action|Adventure|Sci-Fi,Captain America: The Winter Soldier,PG-13
USA,English,75000000,133103929,4.4,2011,22838,491,527,Paul Greengrass,134,Biography|Drama|Thriller,Captain Phillips,PG-13
USA,English,75000000,83503161,6.1,2011,138190,39,22,Jerry Jameson,97,Crime|Drama|Thriller,Captive,PG-13
USA,English,75000000,47000485,5.4,2010,72867,108,36,,334,Biography|Crime|Drama|Thriller,Carlos            ,Not Rated
USA,English,75000000,117698894,7.3,2013,447979,376,181,Roman Polanski,80,Comedy|Drama,Carnage,R
USA,English,75000000,38509342,5.9,2012,61995,359,371,Kimberly Peirce,100,Drama|Fantasy|Horror,Carrie,R
USA,English,75000000,45434443,7.3,2015,175960,359,371,Kimberly Peirce,100,Drama|Fantasy|Horror,Carrie,R
Japan,English,75000000,323505540,6.8,2016,24407,304,283,John Lasseter,106,Adventure|Animation|Comedy|Family|Sport,Cars 2,G
Germany,English,75000000,20315324,5.8,2011,88542,133,70,Matt Piedmont,84,Comedy|Western,Casa de mi Padre,R
USA,English,75000000,78009155,6.2,2011,110073,117,51,George Hickenlooper,108,Biography|Comedy|Crime|Drama,Casino Jack,R
USA,English,74000000,336029560,6.4,2015,142403,91,63,Brad Peyton,82,Action|Comedy|Family|Fantasy,Cats & Dogs: The Revenge of Kitty Galore,PG
USA,English,74000000,162495848,6,2015,34359,212,85,Miguel Arteta,87,Comedy,Cedar Rapids,R
USA,English,73000000,107225164,6.3,2016,27130,193,61,Lee Toland Krieger,92,Comedy|Drama|Romance,Celeste & Jesse Forever,R
USA,English,70000000,83552429,5.8,2011,154955,23,3,Mor Loushy,84,Documentary|History,Censored Voices,
USA,English,70000000,7097125,5.4,2015,38983,177,110,Rawson Marshall Thurber,107,Action|Comedy|Crime,Central Intelligence,PG-13
USA,English,70000000,55942830,6.3,2014,138582,195,201,Neil Marshall,97,Action|Adventure|Drama|History|Thriller|War,Centurion,R
USA,English,70000000,8460990,5.6,2013,5116,11,14,Kevin Carraway,88,Action|Thriller,Chain of Command,R
USA,English,70000000,98895417,6.5,2013,203154,371,627,Neill Blomkamp,120,Action|Crime|Drama|Sci-Fi|Thriller,Chappie,R
USA,English,70000000,36931089,5.6,2012,70681,117,75,Burr Steers,99,Drama|Fantasy|Romance,Charlie St. Cloud,PG-13
USA,English,70000000,48430355,5.3,2011,43709,116,75,Michael Apted,116,Biography|Drama|Sport,Chasing Mavericks,PG
USA,English,70000000,18821279,4.2,2014,44891,193,52,E.L. Katz,88,Comedy|Crime|Drama|Horror|Thriller,Cheap Thrills,Not Rated
USA,English,70000000,78031620,6.1,2014,102248,6,18,Timothy Woodward Jr.,97,Action|Crime|Thriller,Checkmate,
USA,English,70000000,62321039,6.4,2012,117096,270,271,Bradley Parker,86,Horror|Mystery|Sci-Fi|Thriller,Chernobyl Diaries,R
USA,English,70000000,52474616,6.3,2010,84118,4,4,Daniele Luchetti,98,Biography,Chiamatemi Francesco - Il Papa della gente,
USA,English,69000000,37516013,5.9,2012,128629,172,185,Daniel Espinosa,137,Crime|Drama|Thriller,Child 44,R
USA,English,69000000,251501645,7.7,2010,385943,6,15,Mitch Davis,95,Comedy,Christmas Eve,PG
China,English,68005000,0,6,2016,1212,2,7,John Murlowski,89,Comedy|Drama|Family|Romance,Christmas Mail,TV-PG
USA,English,68000000,85707116,7.6,2014,303185,414,471,Josh Trank,89,Drama|Sci-Fi|Thriller,Chronicle,PG-13
USA,English,68000000,81257500,6.4,2015,117739,12,3,Rafa Lara,125,Drama|History|War,"Cinco de Mayo, La Batalla",R
USA,English,68000000,300523113,4.9,2010,184637,343,322,Kenneth Branagh,105,Drama|Family|Fantasy|Romance,Cinderella,PG
USA,English,68000000,34350553,5.7,2012,104066,343,323,Kenneth Branagh,105,Drama|Family|Fantasy|Romance,Cinderella,PG
USA,English,68000000,34350553,5.7,2012,104072,29,59,Aaron Hann,87,Drama|Horror|Mystery|Sci-Fi|Thriller,Circle,Not Rated
USA,English,66000000,43568507,6.5,2014,136954,76,43,Maryam Keshavarz,107,Drama,Circumstance,R
USA,English,66000000,79883359,7.2,2011,116159,73,35,Andrew Adamson,91,Fantasy,Cirque du Soleil: Worlds Away,PG
USA,English,65000000,85911262,5.2,2014,24735,344,637,Louis Leterrier,106,Action|Adventure|Fantasy,Clash of the Titans,PG-13
China,Mandarin,65000000,72413,6.1,2015,11584,344,637,Louis Leterrier,106,Action|Adventure|Fantasy,Clash of the Titans,PG-13
USA,English,65000000,100448498,6.6,2010,272789,28,31,Isaac Florentine,80,Action|Crime,Close Range,
USA,English,65000000,0,1.7,2012,4377,18,13,Nae Caranfil,112,Comedy|Drama,Closer to the Moon,Not Rated
Australia,English,65000000,19059018,5.1,2014,65709,511,828,Tom Tykwer,172,Drama|Sci-Fi,Cloud Atlas,R
USA,English,65000000,182204440,7.4,2012,197412,169,85,Cody Cameron,95,Animation|Comedy|Family|Fantasy|Sci-Fi,Cloudy with a Chance of Meatballs 2,PG
USA,English,65000000,0,7.3,2016,408,15,14,Michael Winnick,106,Action,Code of Honor,R
Germany,English,65000000,42345531,5.4,2012,104831,9,19,Brad Copeland,87,Comedy,Coffee Town,
USA,English,65000000,13750556,6.5,2014,111102,201,203,Olivier Megaton,112,Action|Crime|Drama|Thriller,Colombiana,PG-13
USA,English,65000000,59617068,6.4,2012,213863,85,20,Yimou Zhang,109,Drama,Coming Home,PG-13
USA,English,65000000,54758461,6.3,2012,147641,5,8,Enrique Begne,101,Action|Comedy,Compadres,R
USA,English,65000000,115603980,7.2,2014,103589,286,175,Craig Zobel,90,Biography|Crime|Drama|Thriller,Compliance,R
USA,English,65000000,115603980,7.2,2014,103589,219,138,Peter Landesman,123,Biography|Drama|Sport,Concussion,PG-13
USA,English,63000000,108012170,5.5,2011,24089,12,94,,43,Drama|Fantasy|Horror|Thriller,Constantine            ,TV-14
USA,English,61000000,75573300,6.7,2013,156898,436,411,Steven Soderbergh,106,Drama|Thriller,Contagion,PG-13
USA,English,61000000,167735396,8.1,2014,569841,33,21,Neil Mcenery-West,77,Horror|Sci-Fi|Thriller,Containment,
USA,English,61000000,148775460,7.6,2012,243834,270,161,Baltasar Kormákur,109,Action|Crime|Drama|Thriller,Contraband,R
USA,English,61000000,81687587,6.4,2015,138246,203,176,Kevin Smith,107,Action|Comedy|Crime,Cop Out,R
USA,English,60000000,19445217,6.2,2013,67796,196,118,Ralph Fiennes,123,Drama|Thriller|War,Coriolanus,R
USA,English,60000000,75638743,6.6,2011,180479,12,1,Jem Cohen,111,Documentary,Counting,
USA,English,60000000,80574010,5.7,2010,63493,135,114,Shana Feste,117,Drama|Music,Country Strong,PG-13
USA,English,60000000,45996718,6.7,2013,173530,27,20,Angelo Pizzo,118,Biography|Drama|Sport,Courage,PG
USA,English,60000000,55092830,6.1,2011,195043,34,175,Alex Kendrick,129,Drama,Courageous,PG-13
USA,English,60000000,80033643,7,2012,226570,310,292,Glenn Ficarra,118,Comedy|Drama|Romance,"Crazy, Stupid, Love.",PG-13
USA,English,60000000,80033643,7,2012,226583,36,7,Benjamin Dickinson,97,Drama|Sci-Fi,Creative Control,R
USA,English,60000000,50549107,6.2,2014,99035,10,33,,173,Horror|Sci-Fi|Thriller,Creature            ,
USA,English,60000000,56443482,6.6,2015,75329,437,362,Ryan Coogler,133,Drama|Sport,Creed,PG-13
UK,English,60000000,62401264,5.9,2016,69484,46,38,Jackie Earle Haley,94,Crime|Drama|Thriller,Criminal Activities,
UK,English,60000000,7605668,5.5,2015,47320,130,100,Ariel Vromen,113,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Criminal,R
USA,English,60000000,55994557,7,2012,72287,22,51,Brenton Spencer,84,Action|Horror|Mystery|Thriller,Crowsnest,R
USA,English,60000000,29136626,5.7,2011,97089,223,126,Jay Duplass,91,Comedy|Drama|Romance,Cyrus,R
Germany,English,60000000,60128566,5.9,2010,131447,46,9,Spike Lee,123,Comedy|Romance|Thriller,Da Sweet Blood of Jesus,
USA,English,60000000,31494270,7.5,2010,273921,145,130,Sean Anders,96,Comedy|Family,Daddy's Home,PG-13
USA,English,60000000,50807639,6.8,2014,40883,471,340,Jean-Marc Vallée,117,Biography|Drama,Dallas Buyers Club,R
Australia,English,60000000,257756197,7.8,2014,246698,152,54,Whit Stillman,99,Comedy|Drama|Romance,Damsels in Distress,PG-13
USA,English,60000000,31165421,6,2013,107028,3,7,David Winters,89,Family|Musical,Dancin' It's On,PG
USA,English,60000000,22451,6.2,2014,41288,139,100,Dan Fogelman,106,Comedy|Drama|Music,Danny Collins,R
USA,English,58800000,350123553,7.3,2014,325264,95,394,,54,Action|Adventure|Crime|Drama|Sci-Fi|Thriller,Daredevil            ,TV-MA
USA,English,58000000,363024263,8.1,2016,479047,11,160,,60,Action|Drama|Mystery|Sci-Fi,Dark Angel            ,TV-14
USA,English,58000000,80021740,6.4,2015,47968,526,479,Tim Burton,113,Comedy|Fantasy|Horror,Dark Shadows,PG-13
USA,English,58000000,80021740,6.4,2015,47988,57,25,Lawrence Kasdan,103,Comedy|Drama|Romance,Darling Companion,PG-13
USA,English,58000000,49875589,5.9,2012,28807,247,207,Shawn Levy,101,Comedy|Crime|Romance|Thriller,Date Night,PG-13
USA,English,58000000,90356857,7.1,2010,238916,3,2,Kirk Loudon,95,Drama|Sci-Fi|Thriller,Dawn of the Crescent Moon,
USA,English,58000000,44665963,6.3,2013,159931,521,620,Matt Reeves,130,Action|Adventure|Drama|Sci-Fi,Dawn of the Planet of the Apes,PG-13
USA,English,57000000,51774002,4.3,2011,87745,9,13,Daniel Petrie Jr.,88,Drama|Thriller,Dawn Patrol,
USA,English,56000000,54540525,5.7,2011,66579,17,13,Nathan Frankowski,102,Biography|Drama|Music,Day One,PG-13
USA,English,55000000,9483821,5.7,2012,39247,217,127,Niels Arden Oplev,118,Action|Crime|Drama|Thriller,Dead Man Down,R
USA,English,55000000,39440655,6.4,2010,61680,162,86,Stefan Ruzowitzky,95,Crime|Drama|Thriller,Deadfall,R
USA,English,55000000,107100855,7.9,2013,323353,0,1,,197,Drama|War,Deadline Gallipoli            ,
USA,English,55000000,98711404,6.3,2010,127571,579,1058,Tim Miller,108,Action|Adventure|Comedy|Romance|Sci-Fi,Deadpool,R
USA,English,55000000,21283440,6,2011,46239,162,186,Lasse Hallström,108,Drama|Romance|War,Dear John,PG-13
UK,English,55000000,43247140,7.1,2015,134625,0,0,Ken Del Conte,90,Action|Adventure|Mystery|Romance|Thriller,Death Calls,R
USA,English,55000000,55747724,5.9,2013,18042,39,7,Molly Bernstein,88,Documentary,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,
USA,English,55000000,68218041,6,2011,67191,28,149,,43,Action|Drama|Sci-Fi,Defiance            ,TV-MA
UK,English,55000000,76137505,7.2,2014,49207,53,37,,55,Drama,Dekalog            ,TV-MA
USA,English,55000000,101530738,7.2,2014,229574,53,37,,55,Drama,Dekalog            ,TV-MA
UK,English,55000000,31051126,6.7,2012,36877,0,0,Niels Arden Oplev,88,Action|Crime|Mystery|Thriller,Del 1 - Män som hatar kvinnor            ,
USA,English,53000000,62563543,7,2015,115216,242,201,Scott Derrickson,118,Horror|Mystery|Thriller,Deliver Us from Evil,R
France,English,52000000,23324666,6.5,2010,97775,168,95,Ken Scott,105,Comedy|Drama,Delivery Man,PG-13
USA,English,52000000,37035845,6.4,2011,136680,58,39,Will Canon,83,Horror|Thriller,Demonic,R
USA,English,52000000,110476776,5.7,2010,95437,29,5,Andrew Steggall,109,Drama|Family|Romance,Departure,
USA,English,50200000,62453315,7.1,2011,200035,31,10,Richard Raymond,104,Biography|Drama,Desert Dancer,PG-13
USA,English,50100000,53846915,6.6,2015,149337,306,284,Pierre Coffin,98,Animation|Comedy|Family|Sci-Fi,Despicable Me 2,PG
USA,English,50000000,52822418,7.4,2016,47764,304,296,Pierre Coffin,87,Animation|Comedy|Family,Despicable Me,PG
USA,English,50000000,191616238,7.1,2014,258186,4,11,Joseph Kosinski,,Action|Adventure|Fantasy|Sci-Fi,Destiny,
USA,English,50000000,56724080,6.7,2012,172112,29,20,Alex Craig Mann,87,Comedy|Horror,Detention of the Dead,Not Rated
USA,English,50000000,2175312,6.3,2013,131227,115,76,Joseph Kahn,93,Comedy|Horror|Sci-Fi,Detention,R
USA,English,50000000,126088877,6.6,2016,33354,273,319,John Erick Dowdle,80,Horror|Mystery|Thriller,Devil,PG-13
Czech Republic,English,50000000,1206135,6.4,2015,40568,137,120,Matt Bettinelli-Olpin,89,Horror|Mystery,Devil's Due,R
USA,English,50000000,84244877,7.4,2011,375456,1,5,Alec Asten,82,Action,Diamond Ruff,R
USA,English,50000000,150315155,6.1,2015,54010,88,35,David Bowers,94,Comedy|Family,Diary of a Wimpy Kid: Dog Days,PG
USA,English,50000000,10706786,5.5,2011,81800,103,45,David Bowers,99,Comedy|Family,Diary of a Wimpy Kid: Rodrick Rules,PG
USA,English,50000000,25121291,6.7,2013,177653,111,103,Thor Freudenthal,94,Comedy|Family,Diary of a Wimpy Kid,PG
USA,English,50000000,20389967,6.7,2016,3077,190,264,Jay Roach,114,Comedy,Dinner for Schmucks,PG-13
Germany,English,50000000,55682070,6.1,2013,159868,158,166,Dan Mazer,109,Comedy,Dirty Grandpa,R
USA,English,50000000,32741596,6.5,2010,80140,459,713,Neil Burger,139,Adventure|Mystery|Sci-Fi,Divergent,PG-13
USA,English,50000000,47553512,5.8,2014,54101,765,1193,Quentin Tarantino,165,Drama|Western,Django Unchained,R
USA,English,50000000,127997349,6,2014,101178,11,63,Jon Gunn,120,Drama,Do You Believe?,PG-13
USA,English,50000000,33643461,4.2,2010,11257,1,6,David DeCoteau,84,Western,Doc Holliday's Revenge,PG-13
USA,English,50000000,75605492,7.6,2011,283563,54,33,Charles Martin Smith,107,Drama|Family,Dolphin Tale 2,PG
USA,English,50000000,51178893,6.4,2014,24285,131,86,Charles Martin Smith,113,Drama|Family,Dolphin Tale,PG
UK,English,50000000,91439400,7,2014,200647,151,66,Richard Shepard,93,Comedy|Crime|Drama,Dom Hemingway,R
USA,English,50000000,26442251,6.6,2015,76010,364,314,Joseph Gordon-Levitt,90,Comedy|Drama|Romance,Don Jon,R
USA,English,50000000,126975169,7.1,2011,287822,298,250,Troy Nixey,99,Fantasy|Horror|Thriller,Don't Be Afraid of the Dark,R
USA,English,50000000,218628680,7,2012,471644,180,89,Rick Famuyiwa,103,Comedy|Crime|Drama,Dope,R
USA,English,50000000,50150619,7.3,2014,45580,261,423,Gary Shore,92,Action|Drama|Fantasy|Horror|War,Dracula Untold,PG-13
USA,English,50000000,47105085,7.4,2014,136973,159,113,Ivan Reitman,110,Drama|Sport,Draft Day,R
USA,English,50000000,28837115,4.8,2016,34964,68,86,Daniel Lee,103,Action|Adventure|Drama|History,Dragon Blade,R
USA,English,49900000,21557240,5.6,2011,85237,4,18,Yuefeng Song,88,Adventure|Animation|Family|Fantasy,Dragon Nest: Warriors' Dawn,
USA,English,49000000,31569268,6.9,2015,172965,174,137,Jim Sheridan,84,Drama|Mystery|Thriller,Dream House,PG-13
France,English,48000000,89253340,6,2014,133436,432,588,Pete Travis,95,Action|Sci-Fi,Dredd,R
USA,English,47000000,10539414,4.7,2010,45729,432,588,Pete Travis,95,Action|Sci-Fi,Dredd,R
USA,English,46000000,60962878,8.1,2013,383591,155,106,Joe Swanberg,90,Comedy|Drama|Romance,Drinking Buddies,R
USA,English,45000000,8129455,6.3,2011,89568,296,211,Patrick Lussier,104,Action|Fantasy|Thriller,Drive Angry,R
USA,English,45000000,47307550,6.5,2012,104301,30,33,Brian Trenchard-Smith,92,Action|Comedy|Crime,Drive Hard,Not Rated
France,English,45000000,139852971,6.3,2012,238671,676,1264,Nicolas Winding Refn,100,Crime|Drama,Drive,R
France,English,45000000,15523168,7.2,2010,132423,1,3,Travis Legge,90,Comedy|Romance,Dry Spell,
Spain,English,45000000,18996755,7.6,2012,145270,2,4,Stephen Langford,82,Family,"Dude, Where's My Dog?!",PG
USA,English,45000000,12026670,6.4,2013,114241,307,285,Todd Phillips,95,Comedy|Drama,Due Date,R
USA,English,45000000,88625922,7.1,2011,75176,24,27,Rohan Sippy,128,Action|Crime|Drama|Thriller,Dum Maaro Dum,R
New Zealand,English,45000000,5664251,6.3,2010,22309,218,285,Bobby Farrelly,109,Comedy,Dumb and Dumber To,PG-13
USA,English,44500000,136019448,7.7,2012,452465,0,2,Joseph Mazzella,90,Crime|Drama|Thriller,Dutch Kills,
USA,English,44000000,31136950,6.5,2010,47364,2,3,Tom Walsh,98,Animation,Dwegons and Leprechauns,PG
USA,English,44000000,54116191,7.9,2015,272839,64,47,Paul Schrader,94,Drama|Thriller,Dying of the Light,R
USA,English,44000000,6105175,6.6,2014,247020,138,75,Kevin Munroe,107,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Dylan Dog: Dead of Night,PG-13
USA,English,43000000,159578352,6.6,2013,133177,4,8,Corey Grant,111,Comedy|Drama,Dysfunctional Friends,Not Rated
USA,English,42000000,138447667,7.2,2012,408302,112,149,Dave Green,91,Adventure|Family|Sci-Fi,Earth to Echo,PG
USA,English,42000000,45290318,6.5,2012,74169,262,264,Will Gluck,92,Comedy|Romance,Easy A,PG-13
USA,English,42000000,54414716,6.3,2014,114294,90,25,Daniel Espinosa,124,Action|Crime|Drama|Thriller,Easy Money,R
USA,English,42000000,18600911,6.6,2012,125198,213,302,Ryan Murphy,140,Drama|Romance,Eat Pray Love,PG-13
USA,English,42000000,37652565,5.4,2011,91151,5,1,Patrick Ryan Sims,81,Action|Drama|Sci-Fi|Thriller,Echo Dr.,
Canada,English,42000000,64238770,5.8,2014,19547,216,119,Dexter Fletcher,106,Biography|Comedy|Drama|Sport,Eddie the Eagle,PG-13
USA,English,41000000,7204138,6.2,2011,34809,216,119,Dexter Fletcher,106,Biography|Comedy|Drama|Sport,Eddie the Eagle,PG-13
USA,English,40000000,95001343,7.5,2013,66511,56,10,Boris Rodriguez,83,Comedy|Horror,Eddie: The Sleepwalking Cannibal,Not Rated
USA,English,40000000,42615685,6.1,2014,136093,5,4,Shyam Madiraju,90,Drama|Thriller,Eden,R
USA,English,40000000,18438149,5.9,2012,30842,258,256,Martin Campbell,117,Crime|Drama|Mystery|Thriller,Edge of Darkness,R
USA,English,40000000,150117807,7.3,2013,358416,585,741,Doug Liman,113,Action|Adventure|Sci-Fi,Edge of Tomorrow,PG-13
USA,English,40000000,20113965,6.5,2012,15231,59,18,Michael Radford,97,Comedy|Drama|Romance,Elsa & Fred,PG-13
USA,English,40000000,46280507,6.5,2014,87165,476,814,Neill Blomkamp,109,Action|Drama|Sci-Fi|Thriller,Elysium,R
USA,English,40000000,72306065,7.6,2015,178118,2,2,Mariette Monpierre,78,Drama,Elza,
France,English,40000000,36665854,6.4,2011,76498,10,50,,240,Comedy|Drama|Romance,Emma            ,
China,English,40000000,0,6.4,2014,2169,22,92,,42,Drama|Music,Empire            ,TV-14
USA,English,40000000,57011847,5.9,2013,20615,355,336,David Ayer,109,Crime|Drama|Thriller,End of Watch,R
USA,English,40000000,31836745,6.9,2011,81298,326,554,Gavin Hood,114,Action|Sci-Fi,Ender's Game,PG-13
USA,English,40000000,166147885,4.1,2015,220020,98,76,Shana Feste,104,Drama|Romance,Endless Love,PG-13
USA,English,40000000,42575718,5.9,2011,83788,231,142,Nicole Holofcener,93,Comedy|Drama|Romance,Enough Said,PG-13
USA,English,40000000,90353764,6,2015,85629,26,45,Jack Heller,90,Mystery|Thriller,Enter Nowhere,R
USA,English,40000000,29802761,6.4,2013,46480,17,9,Youssef Delara,88,Thriller,Enter the Dangerous Mind,
USA,English,40000000,37553932,6.7,2011,304318,52,145,,28,Comedy|Drama,Entourage            ,TV-MA
USA,English,40000000,47034272,6.9,2014,25465,203,113,Chris Wedge,102,Adventure|Animation|Family|Fantasy,Epic,PG
USA,English,40000000,125069696,7.6,2013,203963,99,32,Stéphane Aubier,80,Animation|Comedy|Crime|Drama|Family,Ernest & Celestine,PG
France,English,40000000,126546825,6.4,2014,327367,83,44,Cal Brunker,89,Adventure|Animation|Comedy|Family|Sci-Fi,Escape from Planet Earth,PG
USA,English,40000000,30993544,6.5,2010,58871,143,79,Randy Moore,90,Fantasy|Horror,Escape from Tomorrow,Not Rated
USA,English,40000000,26404753,5.3,2012,34203,286,279,Mikael Håfström,115,Action|Crime|Mystery|Sci-Fi|Thriller,Escape Plan,R
USA,English,40000000,37371385,7,2011,192462,106,39,Andrea Di Stefano,120,Crime|Drama|Romance|Thriller,Escobar: Paradise Lost,R
USA,English,40000000,52000688,6.4,2010,171418,20,136,,60,Comedy|Drama|Sci-Fi,Eureka            ,TV-14
USA,English,40000000,90835030,5.9,2016,28621,361,265,Baltasar Kormákur,121,Adventure|Biography|Drama|History|Sport|Thriller,Everest,PG-13
USA,English,40000000,38176892,6.2,2011,104119,155,86,Dan Rush,97,Comedy|Drama,Everything Must Go,R
USA,English,40000000,38543473,5.1,2014,84382,543,789,Fede Alvarez,96,Horror,Evil Dead,R
USA,English,40000000,67061228,5.5,2010,96565,63,3,Lucile Hadzihalilovic,81,Drama|Horror|Mystery|Sci-Fi,Evolution,
USA,English,40000000,102310175,7.8,2016,64989,489,611,Alex Garland,108,Drama|Mystery|Sci-Fi|Thriller,Ex Machina,R
USA,English,40000000,37101011,5.8,2012,30394,43,33,Marcus Nispel,91,Horror|Mystery|Thriller,Exeter,R
USA,English,40000000,10640645,5.8,2015,28429,314,657,Ridley Scott,150,Action|Adventure|Drama,Exodus: Gods and Kings,PG-13
USA,English,40000000,26616999,5.9,2013,92461,314,657,Ridley Scott,150,Action|Adventure|Drama,Exodus: Gods and Kings,PG-13
USA,English,40000000,57981889,7.3,2011,173848,126,64,Tom Vaughan,106,Drama,Extraordinary Measures,PG
USA,English,40000000,29113588,6.6,2011,117999,283,341,Stephen Daldry,129,Adventure|Drama|Mystery,Extremely Loud & Incredibly Close,PG-13
USA,English,40000000,83906114,6,2014,104481,214,127,Doug Liman,108,Biography|Drama|Thriller,Fair Game,PG-13
USA,English,40000000,96917897,7.7,2010,479453,19,3,Pan Nalin,115,Biography|Documentary|Drama,Faith Connections,
USA,English,40000000,5773519,6,2015,28618,29,32,Ernie Barbarash,103,Action|Adventure,Falcon Rising,R
USA,English,40000000,5773519,6,2015,28618,369,695,Josh Trank,100,Action|Adventure|Sci-Fi,Fantastic Four,PG-13
USA,English,40000000,5773519,6,2015,28621,369,695,Josh Trank,100,Action|Adventure|Sci-Fi,Fantastic Four,PG-13
USA,English,40000000,41102171,5.7,2012,57266,102,19,David Oelhoffen,101,Drama|War|Western,Far from Men,
USA,English,40000000,95720716,7.4,2012,216032,54,173,,53,Crime|Drama|Thriller,Fargo            ,TV-MA
South Korea,English,39200000,4563029,7,2013,181472,342,366,Justin Lin,132,Action|Crime|Thriller,Fast Five,PG-13
USA,English,39000000,35287788,7,2012,73886,196,157,George Tillman Jr.,98,Action|Crime|Drama|Thriller,Faster,R
Hong Kong,Mandarin,38600000,6594136,6.5,2013,24557,13,25,Joe Cross,97,Documentary,"Fat, Sick & Nearly Dead",
USA,English,38000000,46813366,6.1,2016,39440,39,19,Robert Hall,95,Horror,Fear Clinic,R
USA,English,38000000,41997790,6.4,2013,125305,59,53,Michael Tiddes,92,Comedy,Fifty Shades of Black,R
UK,English,38000000,26903709,8.1,2013,312629,362,1360,Sam Taylor-Johnson,129,Drama|Romance,Fifty Shades of Grey,R
USA,English,38000000,34912982,5.2,2016,55617,3,2,Warren Sheppard,94,Action|Romance|Sport,Fight to the Finish,PG-13
USA,English,38000000,171031347,7.7,2010,240962,6,6,Rob Hawk,90,Action|Drama,Fight Valley,
USA,English,38000000,58700247,6.9,2011,95367,16,11,Youssef Delara,80,Drama|Music,Filly Brown,R
USA,English,37000000,20991497,5.4,2015,39778,277,227,Steven Quale,92,Horror,Final Destination 5,R
USA,English,37000000,20991497,5.4,2015,39782,0,6,,30,Comedy,Fired Up            ,
USA,English,37000000,44867349,5.6,2010,75347,23,12,Alan Yuen,118,Action|Crime|Thriller,Firestorm,
USA,English,37000000,72279690,6.9,2011,17948,449,491,Robert Zemeckis,138,Drama|Thriller,Flight,R
USA,English,37000000,33037754,6,2011,75864,87,104,Rob Reiner,90,Comedy|Drama|Romance,Flipped,PG
USA,English,37000000,92173235,7.6,2010,280228,87,32,Stephen Frears,110,Biography|Comedy|Drama|Music|Romance,Florence Foster Jenkins,PG-13
USA,English,37000000,150368971,7,2013,316671,279,221,Glenn Ficarra,105,Comedy|Crime|Drama|Romance,Focus,R
USA,English,36000000,42019483,6.4,2014,6069,9,3,Sanjay Rawal,83,Documentary|News,Food Chains,
USA,English,36000000,45045037,5.9,2011,103230,12,66,Lawrence Kasanoff,91,Action|Animation|Comedy|Family|Fantasy,Foodfight!,PG
USA,English,36000000,50213619,6.4,2010,139184,115,34,Jamie Travis,88,Comedy,"For a Good Time, Call...",R
Hong Kong,Cantonese,36000000,2126511,7.2,2015,21912,75,73,Tyler Perry,133,Drama,For Colored Girls,R
Spain,English,36000000,1068392,5.9,2011,3865,43,57,Dean Wright,145,Drama|History|War,For Greater Glory: The True Story of Cristiada,R
USA,English,35000000,28064226,5,2011,65044,45,49,Jon Cassar,90,Drama|Western,Forsaken,R
USA,English,35000000,25863915,5.1,2012,28257,45,49,Jon Cassar,90,Drama|Western,Forsaken,R
USA,English,35000000,19692608,6.2,2013,63548,8,8,Kate Connor,100,Drama|History|War,Fort McCoy,R
UK,English,35000000,34531832,7.1,2015,44788,246,148,Christopher Morris,97,Comedy|Crime|Drama,Four Lions,R
USA,English,35000000,109712885,7.7,2015,146708,345,139,Noah Baumbach,86,Comedy|Drama|Romance,Frances Ha,R
UK,English,35000000,13401683,7.1,2012,203458,370,165,Tim Burton,87,Animation|Comedy|Family|Horror|Sci-Fi,Frankenweenie,PG
UK,English,35000000,13401683,7.1,2012,203461,73,23,Heidi Ewing,93,Documentary,Freakonomics,PG-13
USA,English,35000000,86208010,5.7,2014,97045,13,11,Charles Matthau,90,Comedy|Crime|Thriller,Freaky Deaky,R
USA,English,35000000,55802754,6.6,2011,270228,118,73,Jimmy Hayward,91,Adventure|Animation|Comedy|Family,Free Birds,PG
USA,English,35000000,17596256,3.8,2010,12399,79,47,Gary Ross,139,Action|Biography|Drama|History|War,Free State of Jones,R
USA,English,35000000,117528646,6.9,2011,353442,5,13,Peter Cousens,94,Drama|Family|Music,Freedom,R
USA,English,35000000,34507079,5.1,2015,34948,133,25,Peter Sollett,103,Biography|Drama|Romance,Freeheld,PG-13
USA,English,35000000,134455175,5.7,2013,97664,51,257,,44,Drama|Sport,Friday Night Lights            ,TV-14
USA,English,35000000,37304950,6.6,2011,102728,238,194,Will Gluck,109,Comedy|Romance,Friends with Benefits,R
UK,English,35000000,25093607,6.5,2011,105556,358,242,Craig Gillespie,106,Comedy|Horror,Fright Night,R
